       290149377 function calls (285317559 primitive calls) in 474.401 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       18    0.000    0.000    0.000    0.000 engine.py:328(<lambda>)
       18    0.000    0.000    0.000    0.000 engine.py:331(<lambda>)
       18    0.000    0.000    0.020    0.001 engine.py:334(<lambda>)
       18    0.000    0.000    0.001    0.000 engine.py:338(_close_all_spiders)
       18    0.000    0.000    0.000    0.000 engine.py:339(<listcomp>)
       36    0.000    0.000    0.019    0.001 engine.py:343(_finish_stopping_engine)
     1763    0.003    0.000    0.003    0.000 engine.py:35(add_request)
     1761    0.004    0.000    0.006    0.000 engine.py:38(remove_request)
       18    0.000    0.000    0.001    0.000 engine.py:42(close)
     1779    0.001    0.000    0.002    0.000 engine.py:47(_maybe_fire_closing)
       20    0.000    0.000    0.147    0.007 engine.py:58(__init__)
       58    0.000    0.000    0.032    0.001 engine.py:73(start)
       18    0.000    0.000    0.019    0.001 engine.py:83(stop)
       18    0.000    0.000    0.017    0.001 engine.py:88(<lambda>)
     3438    0.006    0.000    0.010    0.000 enum.py:265(__call__)
     3438    0.004    0.000    0.005    0.000 enum.py:515(__new__)
      192    0.000    0.000    0.000    0.000 enum.py:544(_missing_)
      190    0.000    0.000    0.000    0.000 enum.py:552(__str__)
     1257    0.008    0.000    0.017    0.000 enum.py:795(__or__)
      270    0.001    0.000    0.002    0.000 enum.py:801(__and__)
      560    0.000    0.000    0.000    0.000 enums.py:59(get_num_categories)
     4019    0.007    0.000    0.032    0.000 epollreactor.py:104(addReader)
     3459    0.007    0.000    0.045    0.000 epollreactor.py:121(addWriter)
     7414    0.018    0.000    0.061    0.000 epollreactor.py:138(_remove)
     3471    0.011    0.000    0.042    0.000 epollreactor.py:164(removeReader)
     3943    0.009    0.000    0.043    0.000 epollreactor.py:175(removeWriter)
        1    0.000    0.000    0.000    0.000 epollreactor.py:186(removeAll)
        1    0.000    0.000    0.000    0.000 epollreactor.py:191(<listcomp>)
        1    0.000    0.000    0.000    0.000 epollreactor.py:192(<listcomp>)
     3254    0.049    0.000  193.956    0.060 epollreactor.py:206(doPoll)
     7478    0.025    0.000    0.062    0.000 epollreactor.py:77(_add)
        1    0.000    0.000    0.000    0.000 error.py:128(InfiniteRedirection)
        1    0.000    0.000    0.000    0.000 error.py:163(RedirectWithNoLocation)
        4    0.000    0.000    0.000    0.000 error.py:191(getConnectError)
        1    0.000    0.000    0.000    0.000 error.py:197(UnsupportedMethod)
       23    0.000    0.000    0.000    0.000 error.py:222(__str__)
        1    0.000    0.000    0.000    0.000 error.py:230(SchemeNotSupported)
        1    0.000    0.000    0.000    0.000 error.py:237(RenderError)
      145    0.000    0.000    0.000    0.000 error.py:244(__str__)
        1    0.000    0.000    0.000    0.000 error.py:245(MissingRenderMethod)
        1    0.000    0.000    0.000    0.000 error.py:264(MissingTemplateLoader)
        1    0.000    0.000    0.000    0.000 error.py:282(UnexposedMethodError)
        1    0.000    0.000    0.000    0.000 error.py:289(UnfilledSlot)
        1    0.000    0.000    0.000    0.000 error.py:296(UnsupportedType)
        1    0.000    0.000    0.000    0.000 error.py:304(FlattenerError)
      190    0.000    0.000    0.000    0.000 error.py:39(__init__)
        1    0.000    0.000    0.000    0.000 error.py:395(UnsupportedSpecialHeader)
      123    0.000    0.000    0.000    0.000 error.py:430(__init__)
        1    0.000    0.000    0.000    0.000 error.py:45(Error)
        1    0.000    0.000    0.000    0.000 error.py:7(<module>)
       85    0.000    0.000    0.000    0.000 error.py:74(__str__)
      814    0.001    0.000    0.001    0.000 error.py:92(__init__)
        1    0.000    0.000    0.000    0.000 error.py:94(PageRedirect)
       15    0.000    0.000    0.000    0.000 error.py:96(__str__)
       20    0.000    0.000    0.001    0.000 eucjpprober.py:37(__init__)
       40    0.000    0.000    0.000    0.000 eucjpprober.py:44(reset)
       23    0.000    0.000    0.000    0.000 eucjpprober.py:48(charset_name)
       21    0.000    0.000    0.000    0.000 eucjpprober.py:52(language)
       19    0.714    0.038    1.498    0.079 eucjpprober.py:56(feed)
        3    0.000    0.000    0.000    0.000 eucjpprober.py:89(get_confidence)
       20    0.000    0.000    0.001    0.000 euckrprober.py:35(__init__)
       23    0.000    0.000    0.000    0.000 euckrprober.py:41(charset_name)
       21    0.000    0.000    0.000    0.000 euckrprober.py:45(language)
       20    0.000    0.000    0.001    0.000 euctwprober.py:34(__init__)
       23    0.000    0.000    0.000    0.000 euctwprober.py:40(charset_name)
       21    0.000    0.000    0.000    0.000 euctwprober.py:44(language)
        1    0.000    0.000    0.000    0.000 exceptions.py:28(__str__)
       20    0.000    0.000    0.008    0.000 extension.py:13(_get_mwlist_from_settings)
      112    0.000    0.000    0.000    0.000 failure.py:125(__init__)
      112    0.000    0.000    0.000    0.000 failure.py:141(__init__)
     2803    0.073    0.000    0.109    0.000 failure.py:175(__init__)
     2082    0.008    0.000    0.013    0.000 failure.py:351(check)
      265    0.001    0.000    0.001    0.000 failure.py:384(throwExceptionIntoGenerator)
      570    0.003    0.000    0.004    0.000 failure.py:396(_findFailure)
      442    0.002    0.000    0.006    0.000 failure.py:454(__repr__)
        7    0.000    0.000    0.000    0.000 failure.py:459(__str__)
      129    0.000    0.000    0.010    0.000 failure.py:462(__getstate__)
       57    0.000    0.000    0.001    0.000 failure.py:470(<listcomp>)
       57    0.001    0.000    0.009    0.000 failure.py:484(<listcomp>)
      129    0.000    0.000    0.010    0.000 failure.py:495(cleanFailure)
       35    0.000    0.000    0.001    0.000 failure.py:508(getTracebackObject)
      442    0.001    0.000    0.003    0.000 failure.py:525(getErrorMessage)
        7    0.000    0.000    0.000    0.000 failure.py:531(getBriefTraceback)
        7    0.000    0.000    0.000    0.000 failure.py:542(printTraceback)
        7    0.000    0.000    0.000    0.000 failure.py:611(printBriefTraceback)
     3594    0.006    0.000    0.008    0.000 failure.py:622(_safeReprVars)
     3594    0.002    0.000    0.002    0.000 failure.py:633(<listcomp>)
   112/30    0.000    0.000    0.001    0.000 failure.py:96(__init__)
        2    0.000    0.000    0.000    0.000 fdesc.py:21(setNonBlocking)
      897    0.002    0.000    0.008    0.000 fdesc.py:44(_setCloseOnExec)
       95    0.000    0.000    0.002    0.000 fdesc.py:62(readFromFD)
        1    0.000    0.000    0.000    0.000 feedexport.py:127(FTPFeedStorage)
        1    0.000    0.000    0.000    0.000 feedexport.py:148(SpiderSlot)
        1    0.000    0.000    0.000    0.000 feedexport.py:157(FeedExporter)
       20    0.000    0.000    0.000    0.000 feedexport.py:159(__init__)
       20    0.000    0.000    0.000    0.000 feedexport.py:181(from_crawler)
        1    0.000    0.000    0.000    0.000 feedexport.py:32(IFeedStorage)
        1    0.000    0.000    0.000    0.000 feedexport.py:46(BlockingFeedStorage)
        1    0.000    0.000    0.003    0.003 feedexport.py:5(<module>)
        1    0.000    0.000    0.000    0.000 feedexport.py:63(StdoutFeedStorage)
        1    0.000    0.000    0.000    0.000 feedexport.py:78(FileFeedStorage)
        1    0.000    0.000    0.000    0.000 feedexport.py:94(S3FeedStorage)
        1    0.000    0.000    0.000    0.000 ftp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ftplib.py:29(<module>)
        1    0.000    0.000    0.000    0.000 ftplib.py:57(Error)
        1    0.000    0.000    0.000    0.000 ftplib.py:58(error_reply)
        1    0.000    0.000    0.000    0.000 ftplib.py:59(error_temp)
        1    0.000    0.000    0.000    0.000 ftplib.py:60(error_perm)
        1    0.000    0.000    0.000    0.000 ftplib.py:61(error_proto)
        1    0.000    0.000    0.000    0.000 ftplib.py:689(FTP_TLS)
        1    0.000    0.000    0.000    0.000 ftplib.py:74(FTP)
     7889    0.042    0.000    0.090    0.000 functools.py:44(update_wrapper)
     7889    0.013    0.000    0.013    0.000 functools.py:74(wraps)
        1    0.000    0.000    0.000    0.000 functools.py:764(dispatch)
        1    0.000    0.000    0.000    0.000 functools.py:802(wrapper)
       20    0.000    0.000    0.001    0.000 gb2312prober.py:34(__init__)
       22    0.000    0.000    0.000    0.000 gb2312prober.py:40(charset_name)
       21    0.000    0.000    0.000    0.000 gb2312prober.py:44(language)
     7536    0.017    0.000    0.024    0.000 genericpath.py:117(_splitext)
       44    0.000    0.000    0.001    0.000 genericpath.py:16(exists)
        9    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
        2    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
    31749    0.034    0.000    2.137    0.000 gz.py:23(read1)
     1214    0.866    0.001    3.053    0.003 gz.py:27(gunzip)
     1214    0.016    0.000    0.050    0.000 gzip.py:123(__init__)
    31749    0.054    0.000    2.103    0.000 gzip.py:278(read1)
    32963    0.016    0.000    0.016    0.000 gzip.py:298(closed)
     1214    0.003    0.000    0.035    0.000 gzip.py:302(close)
     1214    0.012    0.000    0.028    0.000 gzip.py:378(__init__)
     2427    0.004    0.000    0.006    0.000 gzip.py:385(_init_read)
     2427    0.003    0.000    0.006    0.000 gzip.py:389(_read_exact)
     2427    0.009    0.000    0.020    0.000 gzip.py:405(_read_gzip_header)
    31749    0.156    0.000    1.687    0.000 gzip.py:438(read)
    30535    0.041    0.000    0.360    0.000 gzip.py:489(_add_read_data)
     1213    0.007    0.000    0.015    0.000 gzip.py:493(_read_eof)
     1214    0.003    0.000    0.003    0.000 gzip.py:74(__init__)
    36608    0.093    0.000    0.128    0.000 gzip.py:80(read)
    30539    0.037    0.000    0.044    0.000 gzip.py:93(prepend)
        1    0.000    0.000    0.000    0.000 headerregistry.py:107(Group)
        1    0.000    0.000    0.000    0.000 headerregistry.py:16(Address)
        1    0.000    0.000    0.000    0.000 headerregistry.py:161(BaseHeader)
        1    0.000    0.000    0.000    0.000 headerregistry.py:265(UnstructuredHeader)
        1    0.000    0.000    0.000    0.000 headerregistry.py:276(UniqueUnstructuredHeader)
        1    0.000    0.000    0.000    0.000 headerregistry.py:281(DateHeader)
        1    0.000    0.000    0.000    0.000 headerregistry.py:320(UniqueDateHeader)
        1    0.000    0.000    0.000    0.000 headerregistry.py:325(AddressHeader)
        1    0.000    0.000    0.000    0.000 headerregistry.py:380(UniqueAddressHeader)
        1    0.000    0.000    0.000    0.000 headerregistry.py:385(SingleAddressHeader)
        1    0.000    0.000    0.000    0.000 headerregistry.py:395(UniqueSingleAddressHeader)
        1    0.000    0.000    0.000    0.000 headerregistry.py:400(MIMEVersionHeader)
        1    0.000    0.000    0.000    0.000 headerregistry.py:437(ParameterizedMIMEHeader)
        1    0.000    0.000    0.000    0.000 headerregistry.py:466(ContentTypeHeader)
        1    0.000    0.000    0.000    0.000 headerregistry.py:488(ContentDispositionHeader)
        1    0.000    0.000    0.000    0.000 headerregistry.py:502(ContentTransferEncodingHeader)
        1    0.000    0.000    0.000    0.000 headerregistry.py:547(HeaderRegistry)
        2    0.000    0.000    0.000    0.000 headerregistry.py:551(__init__)
        1    0.000    0.000    0.003    0.003 headerregistry.py:9(<module>)
     8903    0.118    0.000    0.828    0.000 headers.py:10(__init__)
   160735    0.134    0.000    0.336    0.000 headers.py:14(normkey)
    71247    0.113    0.000    0.251    0.000 headers.py:18(normvalue)
    71247    0.055    0.000    0.099    0.000 headers.py:27(<listcomp>)
   230799    0.114    0.000    0.181    0.000 headers.py:29(_tobytes)
     2856    0.009    0.000    0.018    0.000 headers.py:39(__getitem__)
     8395    0.024    0.000    0.093    0.000 headers.py:45(get)
    78087    0.091    0.000    0.309    0.000 headers.py:51(getlist)
     1598    0.015    0.000    0.053    0.000 headers.py:65(appendlist)
     8149    0.043    0.000    0.351    0.000 headers.py:70(items)
     8149    0.018    0.000    0.023    0.000 headers.py:73(iteritems)
    76862    0.049    0.000    0.285    0.000 headers.py:74(<genexpr>)
     3246    0.005    0.000    0.217    0.000 headers.py:79(to_string)
       20    0.000    0.000    0.000    0.000 hebrewprober.py:154(__init__)
       40    0.000    0.000    0.000    0.000 hebrewprober.py:164(reset)
       20    0.000    0.000    0.000    0.000 hebrewprober.py:174(set_model_probers)
       40    0.000    0.000    0.000    0.000 hebrewprober.py:178(is_final)
       20    0.002    0.000    0.130    0.007 hebrewprober.py:196(feed)
       63    0.000    0.000    0.000    0.000 hebrewprober.py:255(charset_name)
       63    0.000    0.000    0.000    0.000 hebrewprober.py:282(language)
       20    0.000    0.000    0.000    0.000 hebrewprober.py:286(state)
        1    0.000    0.000    0.000    0.000 helper.py:106(TerminalBuffer)
        1    0.000    0.000    0.000    0.000 helper.py:31(_FormattingState)
        1    0.000    0.000    0.000    0.000 helper.py:460(ExpectationTimeout)
        1    0.000    0.000    0.000    0.000 helper.py:465(ExpectableBuffer)
        1    0.000    0.000    0.001    0.001 helper.py:9(<module>)
     1243    0.002    0.000    0.021    0.000 html.py:126(remove_comments)
     1243    0.015    0.000    0.221    0.000 html.py:207(remove_tags_with_content)
     1243    0.004    0.000    0.004    0.000 html.py:223(<listcomp>)
       31    0.000    0.000    0.007    0.000 html.py:278(get_base_url)
     1243    0.011    0.000    0.500    0.000 html.py:296(get_meta_refresh)
     3423    0.002    0.000    0.004    0.000 html.py:325(strip_html5_whitespace)
     1243    0.003    0.000    0.146    0.000 html.py:41(replace_entities)
     3751    0.015    0.000    0.027    0.000 html.py:69(convert_entity)
        1    0.000    0.000    0.000    0.000 htmlizer.py:16(TokenPrinter)
        1    0.000    0.000    0.000    0.000 htmlizer.py:65(HTMLWriter)
        1    0.000    0.000    0.000    0.000 htmlizer.py:7(<module>)
        1    0.000    0.000    0.000    0.000 htmlizer.py:95(SmallerHTMLWriter)
        1    0.000    0.000    0.000    0.000 http.py:1(<module>)
      728    0.003    0.000    0.003    0.000 http.py:1553(__init__)
     3260    0.012    0.000   10.276    0.003 http.py:1559(dataReceived)
      728    0.001    0.000    0.001    0.000 http.py:1591(noMoreData)
     1749    0.007    0.000    0.122    0.000 http.py:165(urlparse)
      672    0.001    0.000    0.001    0.000 http.py:1652(__init__)
     3699    0.014    0.000    0.022    0.000 http.py:1658(_dataReceived_CHUNK_LENGTH)
     3019    0.004    0.000    0.006    0.000 http.py:1677(_dataReceived_CRLF)
      672    0.002    0.000   12.988    0.019 http.py:1686(_dataReceived_TRAILER)
     4263    0.017    0.000    0.061    0.000 http.py:1696(_dataReceived_BODY)
     4015    0.021    0.000   13.106    0.003 http.py:1714(dataReceived)
      672    0.000    0.000    0.000    0.000 http.py:1725(noMoreData)
     3246    0.046    0.000    0.212    0.000 http.py:49(headers_dict_to_raw)
        1    0.000    0.000    0.000    0.000 http.py:7(HttpDownloadHandler)
        1    0.000    0.000    0.000    0.000 http10.py:2(<module>)
        1    0.000    0.000    0.000    0.000 http10.py:8(HTTP10DownloadHandler)
        1    0.000    0.000    0.012    0.012 http11.py:1(<module>)
        1    0.000    0.000    0.000    0.000 http11.py:193(TunnelingAgent)
        1    0.000    0.000    0.000    0.000 http11.py:231(ScrapyAgent)
     1749    0.005    0.000    0.005    0.000 http11.py:237(__init__)
     1749    0.010    0.000    0.061    0.000 http11.py:248(_get_agent)
     1749    0.044    0.000   26.229    0.015 http11.py:270(download_request)
        1    0.000    0.000    0.000    0.000 http11.py:31(HTTP11DownloadHandler)
     1748    0.007    0.000    0.021    0.000 http11.py:311(_cb_timeout)
     1497    0.006    0.000    0.009    0.000 http11.py:322(_cb_latency)
     1497    0.018    0.000    0.074    0.000 http11.py:326(_cb_bodyready)
       40    0.001    0.000    0.006    0.000 http11.py:33(__init__)
     1497    0.024    0.000    0.679    0.000 http11.py:363(_cb_bodydone)
        1    0.000    0.000    0.000    0.000 http11.py:371(_RequestBodyProducer)
        1    0.000    0.000    0.000    0.000 http11.py:389(_ResponseReader)
     1400    0.006    0.000    0.006    0.000 http11.py:391(__init__)
     7523    0.020    0.000    0.050    0.000 http11.py:404(dataReceived)
     1400    0.008    0.000   23.045    0.016 http11.py:430(connectionLost)
     1749    0.019    0.000   26.260    0.015 http11.py:57(download_request)
       36    0.000    0.000    0.010    0.000 http11.py:65(close)
       36    0.000    0.000    0.000    0.000 http11.py:77(cancel_delayed_call)
        1    0.000    0.000    0.000    0.000 http11.py:86(TunnelError)
        1    0.000    0.000    0.000    0.000 http11.py:90(TunnelingTCP4ClientEndpoint)
    52294    0.021    0.000    0.031    0.000 http_headers.py:101(_encodeValue)
    43746    0.052    0.000    0.093    0.000 http_headers.py:116(_encodeValues)
    28390    0.038    0.000    0.095    0.000 http_headers.py:14(_dashCapitalize)
     1749    0.009    0.000    0.072    0.000 http_headers.py:151(copy)
     1749    0.005    0.000    0.008    0.000 http_headers.py:160(hasHeader)
    43746    0.070    0.000    0.217    0.000 http_headers.py:185(setRawHeaders)
    23564    0.033    0.000    0.219    0.000 http_headers.py:206(addRawHeader)
    29175    0.037    0.000    0.092    0.000 http_headers.py:226(getRawHeaders)
    28390    0.027    0.000    0.036    0.000 http_headers.py:24(<listcomp>)
    31681    0.028    0.000    0.158    0.000 http_headers.py:250(getAllRawHeaders)
    28390    0.026    0.000    0.128    0.000 http_headers.py:260(_canonicalNameCaps)
     7086    0.027    0.000    0.186    0.000 http_headers.py:59(__init__)
    74670    0.055    0.000    0.087    0.000 http_headers.py:85(_encodeName)
        1    0.000    0.000    0.000    0.000 httpauth.py:12(HttpAuthMiddleware)
       20    0.000    0.000    0.001    0.000 httpauth.py:16(from_crawler)
       20    0.000    0.000    0.000    0.000 httpauth.py:22(spider_opened)
     1749    0.002    0.000    0.006    0.000 httpauth.py:28(process_request)
        1    0.000    0.000    0.000    0.000 httpauth.py:5(<module>)
        1    0.000    0.000    0.000    0.000 httpcache.py:1(<module>)
        1    0.000    0.000    0.000    0.000 httpcache.py:12(HttpCacheMiddleware)
       20    0.000    0.000    0.000    0.000 httpcache.py:19(__init__)
       20    0.000    0.000    0.000    0.000 httpcache.py:27(from_crawler)
        1    0.000    0.000    0.000    0.000 httpcompression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 httpcompression.py:18(HttpCompressionMiddleware)
       20    0.000    0.000    0.000    0.000 httpcompression.py:21(from_crawler)
     1749    0.003    0.000    0.018    0.000 httpcompression.py:27(process_request)
     1284    0.033    0.000    3.595    0.003 httpcompression.py:31(process_response)
     1215    0.015    0.000    3.103    0.003 httpcompression.py:53(_decode)
        1    0.000    0.000    0.000    0.000 httperror.py:13(HttpError)
       47    0.000    0.000    0.000    0.000 httperror.py:16(__init__)
        1    0.000    0.000    0.000    0.000 httperror.py:21(HttpErrorMiddleware)
       20    0.000    0.000    0.000    0.000 httperror.py:23(from_crawler)
       20    0.000    0.000    0.000    0.000 httperror.py:27(__init__)
     1222    0.001    0.000    0.002    0.000 httperror.py:31(process_spider_input)
       47    0.001    0.000    0.034    0.001 httperror.py:47(process_spider_exception)
        1    0.000    0.000    0.000    0.000 httperror.py:5(<module>)
    12401    0.067    0.000    0.146    0.000 httpobj.py:8(urlparse_cached)
        1    0.000    0.000    0.000    0.000 httpproxy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 httpproxy.py:15(HttpProxyMiddleware)
       20    0.000    0.000    0.013    0.001 httpproxy.py:17(__init__)
       20    0.000    0.000    0.013    0.001 httpproxy.py:23(from_crawler)
     1749    0.003    0.000    0.004    0.000 httpproxy.py:47(process_request)
    11539    0.038    0.000    0.058    0.000 idna.py:147(encode)
        1    0.000    0.000    0.000    0.000 idna.py:300(getregentry)
        1    0.000    0.000    0.000    0.000 inspect.py:1488(currentframe)
        3    0.000    0.000    0.000    0.000 inspect.py:159(isfunction)
    81774    0.012    0.000    0.012    0.000 inspect.py:2495(kind)
     6490    0.002    0.000    0.002    0.000 inspect.py:2788(parameters)
     2803    0.002    0.000    0.002    0.000 inspect.py:479(getmro)
        5    0.000    0.000    0.000    0.000 inspect.py:668(getmodulename)
        5    0.000    0.000    0.000    0.000 inspect.py:672(<listcomp>)
     4932    0.005    0.000    0.005    0.000 inspect.py:73(isclass)
        1    0.000    0.000    0.000    0.000 insults.py:1110(ControlSequenceParser)
        4    0.000    0.000    0.000    0.000 insults.py:1111(_makeSimple)
        1    0.000    0.000    0.000    0.000 insults.py:18(ITerminalProtocol)
        1    0.000    0.000    0.000    0.000 insults.py:365(modes)
        1    0.000    0.000    0.000    0.000 insults.py:394(privateModes)
        1    0.000    0.000    0.000    0.000 insults.py:437(Vector)
        2    0.000    0.000    0.000    0.000 insults.py:438(__init__)
        1    0.000    0.000    0.000    0.000 insults.py:457(_const)
       26    0.000    0.000    0.000    0.000 insults.py:461(__init__)
       26    0.000    0.000    0.000    0.000 insults.py:469(__bytes__)
        1    0.000    0.000    0.000    0.000 insults.py:474(<listcomp>)
        1    0.000    0.000    0.000    0.000 insults.py:478(ServerProtocol)
        1    0.000    0.000    0.000    0.000 insults.py:592(ControlSequenceParser)
        1    0.000    0.000    0.000    0.000 insults.py:60(TerminalProtocol)
        1    0.000    0.000    0.001    0.001 insults.py:9(<module>)
        1    0.000    0.000    0.000    0.000 insults.py:91(ITerminalTransport)
        1    0.000    0.000    0.000    0.000 insults.py:966(ClientProtocol)
     2638    0.010    0.000    0.274    0.000 interface.py:187(__init__)
     4066    0.008    0.000    0.024    0.000 interface.py:192(subscribe)
       61    0.000    0.000    0.000    0.000 interface.py:195(unsubscribe)
     2699    0.010    0.000    0.259    0.000 interface.py:204(__setBases)
    31614    0.013    0.000    0.020    0.000 interface.py:218(<lambda>)
     2699    0.044    0.000    0.216    0.000 interface.py:222(changed)
     2699    0.005    0.000    0.009    0.000 interface.py:242(<listcomp>)
21670/3940    0.038    0.000    0.062    0.000 interface.py:255(interfaces)
        1    0.000    0.000    0.000    0.000 interface.py:277(weakref)
       10    0.000    0.000    0.001    0.000 interface.py:308(__init__)
     7092    0.001    0.000    0.001    0.000 interface.py:375(interfaces)
     18/5    0.000    0.000    0.000    0.000 interface.py:387(names)
        5    0.000    0.000    0.000    0.000 interface.py:399(__iter__)
      2/1    0.000    0.000    0.000    0.000 interface.py:402(namesAndDescriptions)
    13179    0.017    0.000    0.029    0.000 interface.py:487(__cmp)
    69562    0.048    0.000    0.064    0.000 interface.py:518(__hash__)
    13170    0.008    0.000    0.037    0.000 interface.py:525(__eq__)
        9    0.000    0.000    0.000    0.000 interface.py:529(__ne__)
       77    0.000    0.000    0.000    0.000 interface.py:57(__init__)
        8    0.000    0.000    0.000    0.000 interface.py:578(_get_optional)
       67    0.000    0.000    0.000    0.000 interface.py:582(_set_optional)
        8    0.000    0.000    0.000    0.000 interface.py:591(getSignatureInfo)
       67    0.000    0.000    0.000    0.000 interface.py:612(fromFunction)
        1    0.000    0.000    0.000    0.000 interface.py:657(fromMethod)
    43878    0.016    0.000    0.016    0.000 intranges.py:31(_encode_range)
    44971    0.015    0.000    0.015    0.000 intranges.py:34(_decode_range)
    43878    0.064    0.000    0.127    0.000 intranges.py:38(intranges_contain)
        2    0.000    0.000    0.001    0.000 iso8859_2.py:14(decode)
        1    0.000    0.000    0.000    0.000 iso8859_2.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso8859_2.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 iso8859_2.py:25(StreamWriter)
        1    0.000    0.000    0.000    0.000 iso8859_2.py:28(StreamReader)
        1    0.000    0.000    0.000    0.000 iso8859_2.py:3(<module>)
        2    0.000    0.000    0.000    0.000 iso8859_2.py:33(getregentry)
        1    0.000    0.000    0.000    0.000 iso8859_2.py:9(Codec)
        1    0.000    0.000    0.000    0.000 job.py:1(<module>)
       60    0.000    0.000    0.000    0.000 job.py:3(job_dir)
       40    0.000    0.000    0.000    0.000 jpcntx.py:123(__init__)
      120    0.000    0.000    0.000    0.000 jpcntx.py:131(reset)
   994516    0.764    0.000    1.261    0.000 jpcntx.py:143(feed)
        4    0.000    0.000    0.000    0.000 jpcntx.py:170(got_enough_data)
        8    0.000    0.000    0.000    0.000 jpcntx.py:173(get_confidence)
       20    0.000    0.000    0.000    0.000 jpcntx.py:184(__init__)
       21    0.000    0.000    0.000    0.000 jpcntx.py:188(charset_name)
   644789    0.312    0.000    0.364    0.000 jpcntx.py:192(get_order)
   216490    0.114    0.000    0.133    0.000 jpcntx.py:213(get_order)
       20    0.000    0.000    0.000    0.000 latin1prober.py:103(reset)
       36    0.000    0.000    0.000    0.000 latin1prober.py:108(charset_name)
       18    0.000    0.000    0.000    0.000 latin1prober.py:112(language)
       20    0.132    0.007    1.455    0.073 latin1prober.py:116(feed)
       38    0.000    0.000    0.000    0.000 latin1prober.py:130(get_confidence)
       20    0.000    0.000    0.000    0.000 latin1prober.py:97(__init__)
        1    0.000    0.000    0.000    0.000 latin_1.py:41(getregentry)
      152    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
      152    0.000    0.000    0.200    0.001 linecache.py:15(getline)
      152    0.000    0.000    0.200    0.001 linecache.py:37(getlines)
      136    0.000    0.000    0.001    0.000 linecache.py:53(checkcache)
       11    0.000    0.000    0.199    0.018 linecache.py:82(updatecache)
     3423    0.003    0.000    0.004    0.000 link.py:18(__init__)
     9620    0.024    0.000    0.030    0.000 link.py:36(__hash__)
       21    0.000    0.000    0.001    0.000 log.py:102(install_scrapy_root_handler)
       20    0.000    0.000    0.000    0.000 log.py:113(get_scrapy_root_handler)
       21    0.000    0.000    0.001    0.000 log.py:120(_get_handler)
       95    0.000    0.000    0.000    0.000 log.py:148(logPrefix)
       20    0.000    0.000    0.000    0.000 log.py:173(__init__)
    41955    0.124    0.000    0.220    0.000 log.py:177(emit)
       35    0.000    0.000    0.001    0.000 log.py:18(failure_to_exc_info)
     1275    0.008    0.000    0.009    0.000 log.py:182(logformatter_adapter)
        1    0.000    0.000    0.000    0.000 log.py:227(addObserver)
       42    0.000    0.000    0.004    0.000 log.py:251(msg)
       42    0.000    0.000    0.000    0.000 log.py:418(textFromEventDict)
        1    0.000    0.000    0.000    0.000 log.py:466(start)
        1    0.000    0.000    0.000    0.000 log.py:577(__init__)
       42    0.000    0.000    0.001    0.000 log.py:585(emit)
        1    0.000    0.000    0.002    0.002 log.py:59(configure_logging)
     7032    0.041    0.000   32.045    0.005 log.py:83(callWithContext)
     7032    0.035    0.000   32.086    0.005 log.py:90(callWithLogger)
        1    0.000    0.000    0.000    0.000 logformatter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 logformatter.py:13(LogFormatter)
     1275    0.007    0.000    0.048    0.000 logformatter.py:34(crawled)
       20    0.000    0.000    0.000    0.000 logformatter.py:75(from_crawler)
        1    0.000    0.000    0.000    0.000 logstats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 logstats.py:11(LogStats)
       20    0.000    0.000    0.000    0.000 logstats.py:14(__init__)
       20    0.000    0.000    0.001    0.000 logstats.py:20(from_crawler)
       20    0.000    0.000    0.005    0.000 logstats.py:30(spider_opened)
       74    0.001    0.000    0.019    0.000 logstats.py:37(log)
       18    0.000    0.000    0.000    0.000 logstats.py:50(spider_closed)
    29942    0.007    0.000    0.007    0.000 lxmlhtml.py:102(<lambda>)
     7841    0.002    0.000    0.002    0.000 lxmlhtml.py:103(<lambda>)
       31    0.001    0.000    1.685    0.054 lxmlhtml.py:118(extract_links)
    29942    0.014    0.000    0.019    0.000 lxmlhtml.py:24(_nons)
        1    0.000    0.000    0.000    0.000 lxmlhtml.py:32(__init__)
     3423    0.001    0.000    0.001    0.000 lxmlhtml.py:36(<lambda>)
     5828    0.008    0.000    0.770    0.000 lxmlhtml.py:42(<lambda>)
     3454    0.073    0.000    0.135    0.000 lxmlhtml.py:45(_iter_links)
       31    0.057    0.002    0.947    0.031 lxmlhtml.py:55(_extract_links)
       31    0.000    0.000    0.357    0.012 lxmlhtml.py:82(_process_links)
       62    0.001    0.000    0.794    0.013 lxmlhtml.py:89(_deduplicate_if_needed)
