       290149377 function calls (285317559 primitive calls) in 474.401 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 {built-in method posix.strerror}
       12    0.000    0.000    0.000    0.000 {built-in method posix.write}
       94    0.000    0.000    0.000    0.000 {built-in method resource.getrusage}
     3805    0.005    0.000    0.005    0.000 {built-in method sys._getframe}
     4619    0.008    0.000    0.008    0.000 {built-in method sys.exc_info}
     3808    0.030    0.000    0.030    0.000 {built-in method time.localtime}
     3802    0.023    0.000    0.023    0.000 {built-in method time.strftime}
   171499    0.059    0.000    0.059    0.000 {built-in method time.time}
    43878    0.010    0.000    0.010    0.000 {built-in method unicodedata.bidirectional}
     9066    0.006    0.000    0.006    0.000 {built-in method unicodedata.category}
    10815    0.010    0.000    0.010    0.000 {built-in method unicodedata.normalize}
       38    0.000    0.000    0.000    0.000 {built-in method utcnow}
    32962    0.317    0.000    0.317    0.000 {built-in method zlib.crc32}
     2427    0.010    0.000    0.010    0.000 {built-in method zlib.decompressobj}
        2    0.000    0.000    0.000    0.000 {built-in method zlib.decompress}
4023/2020    0.004    0.000    0.143    0.000 {built-in method zope.interface._zope_interface_coptimizations.implementedBy}
     1092    0.001    0.000    0.001    0.000 {built-in method zope.interface._zope_interface_coptimizations.providedBy}
        1    0.000    0.000    0.000    0.000 {function AdapterLookupBase.changed at 0x7f6d7654c268}
     1214    0.002    0.000    0.002    0.000 {function DecompressReader.close at 0x7f6d7b68aea0}
        3    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
      605    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
      605    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
    17676    0.004    0.000    0.008    0.000 {method '__getitem__' of 'dict' objects}
     4367    0.004    0.000    0.004    0.000 {method '__reduce_ex__' of 'object' objects}
       84    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        3    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
    60349    0.028    0.000    0.028    0.000 {method 'acquire' of '_thread.RLock' objects}
     1285    0.047    0.000    0.047    0.000 {method 'acquire' of '_thread.lock' objects}
    29378    0.015    0.000    0.033    0.000 {method 'add' of 'set' objects}
     5342    0.002    0.000    0.002    0.000 {method 'append' of 'collections.deque' objects}
 15077525    2.567    0.000    2.567    0.000 {method 'append' of 'list' objects}
      210    0.001    0.000    0.001    0.000 {method 'bind' of '_socket.socket' objects}
     2596    0.012    0.000    0.012    0.000 {method 'callback' of 'CompiledFFI' objects}
    49624    0.010    0.000    0.010    0.000 {method 'capitalize' of 'bytes' objects}
      258    0.000    0.000    0.000    0.000 {method 'cast' of 'CompiledFFI' objects}
    31749    0.018    0.000    0.018    0.000 {method 'cast' of 'memoryview' objects}
     4744    0.021    0.000    0.021    0.000 {method 'clear' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'set' objects}
     1214    0.008    0.000    0.031    0.000 {method 'close' of '_io.BufferedReader' objects}
       35    0.000    0.000    0.000    0.000 {method 'close' of '_io.StringIO' objects}
     1118    0.022    0.000    0.022    0.000 {method 'connect_ex' of '_socket.socket' objects}
    11894    0.007    0.000    0.007    0.000 {method 'copy' of 'dict' objects}
      302    0.000    0.000    0.000    0.000 {method 'count' of 'bytes' objects}
  6006608    3.540    0.000    3.540    0.000 {method 'count' of 'str' objects}
   253291    0.338    0.000    0.407    0.000 {method 'decode' of 'bytes' objects}
    30541    0.962    0.000    0.962    0.000 {method 'decompress' of 'zlib.Decompress' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       36    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
196425/185049    0.175    0.000    0.228    0.000 {method 'encode' of 'str' objects}
  8061621    1.515    0.000    1.515    0.000 {method 'end' of '_sre.SRE_Match' objects}
  1771429    0.613    0.000    0.613    0.000 {method 'endswith' of 'str' objects}
   142804    0.020    0.000    0.020    0.000 {method 'extend' of 'bytearray' objects}
    15178    0.004    0.000    0.004    0.000 {method 'extend' of 'list' objects}
    22887    0.008    0.000    0.008    0.000 {method 'fileno' of '_socket.socket' objects}
      109    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
   103555    0.044    0.000    0.044    0.000 {method 'find' of 'str' objects}
      260    2.120    0.008    2.120    0.008 {method 'findall' of '_sre.SRE_Pattern' objects}
     7605    0.010    0.000    0.010    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
42649/42646    0.025    0.000    0.025    0.000 {method 'format' of 'str' objects}
     6827    0.008    0.000    0.008    0.000 {method 'gc' of 'CompiledFFI' objects}
  3513402    1.035    0.000    1.036    0.000 {method 'get' of 'dict' objects}
      676    0.001    0.000    0.001    0.000 {method 'get' of 'mappingproxy' objects}
      190    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
      230    0.001    0.000    0.001    0.000 {method 'getsockname' of '_socket.socket' objects}
     1122    0.003    0.000    0.003    0.000 {method 'getsockopt' of '_socket.socket' objects}
     1400    0.001    0.000    0.001    0.000 {method 'getvalue' of '_io.BytesIO' objects}
      140    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.StringIO' objects}
  6705134    3.015    0.000    3.015    0.000 {method 'group' of '_sre.SRE_Match' objects}
     3751    0.005    0.000    0.005    0.000 {method 'groupdict' of '_sre.SRE_Match' objects}
     5242    0.005    0.000    0.005    0.000 {method 'groups' of '_sre.SRE_Match' objects}
     3682    0.008    0.000    0.008    0.000 {method 'hexdigest' of '_hashlib.HASH' objects}
        1    0.000    0.000    0.000    0.000 {method 'implementedBy' of '_interface_coptimizations.SpecificationBase' objects}
     3010    0.002    0.000    0.003    0.000 {method 'index' of 'list' objects}
     3447    0.003    0.000    0.003    0.000 {method 'index' of 'str' objects}
    34650    0.010    0.000    0.010    0.000 {method 'insert' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {method 'isOrExtends' of '_interface_coptimizations.SpecificationBase' objects}
    16389    0.004    0.000    0.004    0.000 {method 'isalnum' of 'str' objects}
  1495561    0.108    0.000    0.108    0.000 {method 'isalpha' of 'bytearray' objects}
    14430    0.002    0.000    0.002    0.000 {method 'isalpha' of 'bytes' objects}
        6    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
      314    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
    21790    0.007    0.000    0.007    0.000 {method 'items' of 'dict' objects}
     1299    0.003    0.000    0.003    0.000 {method 'items' of 'mappingproxy' objects}
    93105    0.033    0.000    0.033    0.000 {method 'join' of 'bytes' objects}
2554967/2554925    1.053    0.000    2.389    0.000 {method 'join' of 'str' objects}
  1479111    3.295    0.000    3.296    0.000 {method 'keys' of 'dict' objects}
     5192    0.003    0.000    0.003    0.000 {method 'keys' of 'mappingproxy' objects}
       20    0.000    0.000    0.000    0.000 {method 'listen' of '_socket.socket' objects}
       10    0.000    0.000    0.000    0.000 {method 'locked' of '_thread.lock' objects}
      306    0.001    0.000    0.002    0.000 {method 'lookup1' of '_zope_interface_coptimizations.LookupBase' objects}
   107562    0.023    0.000    0.023    0.000 {method 'lower' of 'bytes' objects}
  9498857    1.859    0.000    1.859    0.000 {method 'lower' of 'str' objects}
      927    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
 13204637   21.550    0.000   21.550    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
     6260    0.031    0.000    0.031    0.000 {method 'modify' of 'select.epoll' objects}
        6    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
    35079    0.010    0.000    0.010    0.000 {method 'partition' of 'str' objects}
     3254  161.826    0.050  161.826    0.050 {method 'poll' of 'select.epoll' objects}
     1674    0.001    0.000    0.001    0.000 {method 'pop' of 'collections.deque' objects}
    15168    0.006    0.000    0.006    0.000 {method 'pop' of 'dict' objects}
  2380433    0.698    0.000    0.698    0.000 {method 'pop' of 'list' objects}
      585    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
     3011    0.001    0.000    0.001    0.000 {method 'popleft' of 'collections.deque' objects}
     8053    0.029    0.000    0.048    0.000 {method 'providedBy' of '_interface_coptimizations.SpecificationBase' objects}
     3497    0.002    0.000    0.002    0.000 {method 'random' of '_random.Random' objects}
    35395    0.035    0.000    0.035    0.000 {method 'read' of '_io.BytesIO' objects}
      113    0.001    0.000    0.001    0.000 {method 'read' of '_io.FileIO' objects}
    31749    0.151    0.000    2.012    0.000 {method 'read1' of '_io.BufferedReader' objects}
       14    0.196    0.014    0.196    0.014 {method 'readline' of '_io.BufferedReader' objects}
      751    0.000    0.000    0.000    0.000 {method 'readline' of '_io.StringIO' objects}
     1829    0.000    0.000    0.000    0.000 {method 'readline' of '_io.TextIOWrapper' objects}
       11    0.001    0.000    0.001    0.000 {method 'readlines' of '_io._IOBase' objects}
     3961    0.091    0.000    0.091    0.000 {method 'recv' of '_socket.socket' objects}
     2599    0.011    0.000    0.011    0.000 {method 'register' of 'select.epoll' objects}
    60349    0.014    0.000    0.014    0.000 {method 'release' of '_thread.RLock' objects}
     1255    0.015    0.000    0.015    0.000 {method 'release' of '_thread.lock' objects}
      595    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
   140739    0.095    0.000    0.095    0.000 {method 'remove' of 'list' objects}
    16795    0.008    0.000    0.008    0.000 {method 'remove' of 'set' objects}
    37630    0.014    0.000    0.014    0.000 {method 'replace' of 'str' objects}
     1144    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
    19049    0.014    0.000    0.014    0.000 {method 'rfind' of 'str' objects}
  1955018    1.001    0.000    1.001    0.000 {method 'rindex' of 'str' objects}
    15511    0.006    0.000    0.006    0.000 {method 'rpartition' of 'str' objects}
       10    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
    36437    0.023    0.000    0.023    0.000 {method 'rstrip' of 'bytes' objects}
    21406    0.010    0.000    0.010    0.000 {method 'rstrip' of 'str' objects}
  5162953    6.510    0.000    6.510    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
       11    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
     2445    0.077    0.000    0.077    0.000 {method 'send' of '_socket.socket' objects}
30263/29397    0.020    0.000   15.072    0.001 {method 'send' of 'generator' objects}
     1580    0.002    0.000    0.002    0.000 {method 'setblocking' of '_socket.socket' objects}
    92741    0.055    0.000    0.055    0.000 {method 'setdefault' of 'dict' objects}
      210    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
      705    0.015    0.000    0.015    0.000 {method 'shutdown' of '_socket.socket' objects}
     9968    0.012    0.000    0.017    0.000 {method 'sort' of 'list' objects}
  1009180    2.129    0.000    2.129    0.000 {method 'split' of '_sre.SRE_Pattern' objects}
   110605    0.095    0.000    0.095    0.000 {method 'split' of 'bytes' objects}
    72353    0.087    0.000    0.087    0.000 {method 'split' of 'str' objects}
       79    0.001    0.000    0.001    0.000 {method 'splitlines' of 'str' objects}
  3527141    0.752    0.000    0.752    0.000 {method 'start' of '_sre.SRE_Match' objects}
      105    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytearray' objects}
    12872    0.007    0.000    0.007    0.000 {method 'startswith' of 'bytes' objects}
  5588493    1.737    0.000    1.737    0.000 {method 'startswith' of 'str' objects}
   154628    0.041    0.000    0.041    0.000 {method 'string' of 'CompiledFFI' objects}
    26772    0.008    0.000    0.008    0.000 {method 'strip' of 'bytes' objects}
  4255505    0.739    0.000    0.739    0.000 {method 'strip' of 'str' objects}
    67646    0.977    0.000    1.619    0.000 {method 'sub' of '_sre.SRE_Pattern' objects}
      265    0.000    0.000    0.001    0.000 {method 'throw' of 'generator' objects}
   130176    0.034    0.000    0.034    0.000 {method 'title' of 'bytes' objects}
    30559    0.031    0.000    0.031    0.000 {method 'title' of 'str' objects}
     2788    0.001    0.000    0.001    0.000 {method 'toordinal' of 'datetime.date' objects}
        7    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
     1717    0.001    0.000    0.001    0.000 {method 'translate' of 'bytes' objects}
      160    0.001    0.000    0.001    0.000 {method 'union' of 'frozenset' objects}
     2598    0.028    0.000    0.028    0.000 {method 'unregister' of 'select.epoll' objects}
     7152    0.005    0.000    0.005    0.000 {method 'update' of '_hashlib.HASH' objects}
    43435    0.066    0.000    0.470    0.000 {method 'update' of 'dict' objects}
    36534    0.022    0.000    0.022    0.000 {method 'upper' of 'str' objects}
     2994    0.001    0.000    0.001    0.000 {method 'values' of 'dict' objects}
     1139    0.095    0.000    0.095    0.000 {method 'write' of '_io.BufferedWriter' objects}
